Date,Location,TimeBlock,Attendance,Temperature_F,High_Risk_Location,Peak_Time,Is_Weekend,Hot_Day,Lifeguards_On_Duty,Saves
7/13/2025,Activity Pool,Afternoon,800,82,1,1,1,0,3,0
7/13/2025,Shotgun Falls,Morning,1097,82,1,0,1,0,4,2
7/13/2025,Shotgun Falls,Lunch,1272,82,1,0,1,0,5,1
7/13/2025,Shotgun Falls,Afternoon,899,82,1,1,1,0,4,1
7/13/2025,Wave Pool,Morning,919,82,1,0,1,0,4,1
7/13/2025,Wave Pool,Lunch,1371,82,1,0,1,0,5,1
7/13/2025,Wave Pool,Afternoon,1230,82,1,1,1,0,5,1
7/13/2025,Other,Morning,1098,82,0,0,1,0,4,0
7/13/2025,Other,Lunch,854,82,0,0,1,0,3,1
7/13/2025,Other,Afternoon,898,82,0,1,1,0,4,0
7/14/2025,Activity Pool,Morning,832,76,1,0,0,0,3,1
7/14/2025,Activity Pool,Lunch,808,76,1,0,0,0,3,0
7/14/2025,Activity Pool,Afternoon,909,76,1,1,0,0,4,2
7/14/2025,Shotgun Falls,Morning,1025,76,1,0,0,0,4,0
7/14/2025,Shotgun Falls,Lunch,992,76,1,0,0,0,4,0
7/14/2025,Shotgun Falls,Afternoon,805,76,1,1,0,0,3,1
7/14/2025,Wave Pool,Morning,1053,76,1,0,0,0,4,1
7/14/2025,Wave Pool,Lunch,1367,76,1,0,0,0,5,0
7/14/2025,Wave Pool,Afternoon,1010,76,1,1,0,0,4,1
7/14/2025,Other,Morning,1331,76,0,0,0,0,5,0
7/14/2025,Other,Lunch,1188,76,0,0,0,0,5,0
7/14/2025,Other,Afternoon,1201,76,0,1,0,0,5,0
7/15/2025,Activity Pool,Morning,1463,79,1,0,0,0,6,1
7/15/2025,Activity Pool,Lunch,1195,79,1,0,0,0,5,1
7/15/2025,Activity Pool,Afternoon,1277,79,1,1,0,0,5,1
7/15/2025,Shotgun Falls,Morning,1114,79,1,0,0,0,4,0
7/15/2025,Shotgun Falls,Lunch,1396,79,1,0,0,0,6,0
7/15/2025,Shotgun Falls,Afternoon,1483,79,1,1,0,0,6,3
7/15/2025,Wave Pool,Morning,843,79,1,0,0,0,3,1
7/15/2025,Wave Pool,Lunch,957,79,1,0,0,0,4,1
7/15/2025,Wave Pool,Afternoon,866,79,1,1,0,0,3,1
7/15/2025,Other,Morning,1232,79,0,0,0,0,5,0
7/15/2025,Other,Lunch,960,79,0,0,0,0,4,0
7/15/2025,Other,Afternoon,908,79,0,1,0,0,4,0
7/18/2025,Activity Pool,Morning,822,80,1,0,0,0,3,1
7/18/2025,Activity Pool,Lunch,918,80,1,0,0,0,4,2
7/18/2025,Activity Pool,Afternoon,1495,80,1,1,0,0,6,1
7/18/2025,Shotgun Falls,Morning,1492,80,1,0,0,0,6,2
7/18/2025,Shotgun Falls,Lunch,1443,80,1,0,0,0,6,2
7/18/2025,Shotgun Falls,Afternoon,1049,80,1,1,0,0,4,1
7/18/2025,Wave Pool,Morning,1387,80,1,0,0,0,6,0
7/18/2025,Wave Pool,Lunch,1174,80,1,0,0,0,5,0
7/18/2025,Wave Pool,Afternoon,918,80,1,1,0,0,4,1
7/18/2025,Other,Morning,1139,80,0,0,0,0,5,0
7/18/2025,Other,Lunch,1337,80,0,0,0,0,5,0
7/18/2025,Other,Afternoon,1271,80,0,1,0,0,5,1
7/22/2025,Activity Pool,Morning,1110,82,1,0,0,0,4,1
7/22/2025,Activity Pool,Lunch,917,82,1,0,0,0,4,2
7/22/2025,Activity Pool,Afternoon,1130,82,1,1,0,0,5,2
7/22/2025,Shotgun Falls,Morning,1152,82,1,0,0,0,5,2
7/22/2025,Shotgun Falls,Lunch,1228,82,1,0,0,0,5,1
7/22/2025,Shotgun Falls,Afternoon,1022,82,1,1,0,0,4,1
7/22/2025,Wave Pool,Morning,986,82,1,0,0,0,4,0
7/22/2025,Wave Pool,Lunch,1486,82,1,0,0,0,6,1
7/22/2025,Wave Pool,Afternoon,868,82,1,1,0,0,3,2
7/22/2025,Other,Morning,1370,82,0,0,0,0,5,0
7/22/2025,Other,Lunch,1289,82,0,0,0,0,5,0
7/22/2025,Other,Afternoon,1397,82,0,1,0,0,6,0
7/27/2025,Activity Pool,Morning,922,81,1,0,1,0,4,2
7/27/2025,Activity Pool,Lunch,812,81,1,0,1,0,3,1
7/27/2025,Activity Pool,Afternoon,1315,81,1,1,1,0,5,1
7/27/2025,Shotgun Falls,Morning,1296,81,1,0,1,0,5,1
7/27/2025,Shotgun Falls,Lunch,1058,81,1,0,1,0,4,0
7/27/2025,Shotgun Falls,Afternoon,860,81,1,1,1,0,3,2
7/27/2025,Wave Pool,Morning,1314,81,1,0,1,0,5,0
7/27/2025,Wave Pool,Lunch,1019,81,1,0,1,0,4,1
7/27/2025,Wave Pool,Afternoon,838,81,1,1,1,0,3,1
7/27/2025,Other,Morning,1248,81,0,0,1,0,5,1
7/27/2025,Other,Lunch,1119,81,0,0,1,0,4,0
7/27/2025,Other,Afternoon,1278,81,0,1,1,0,5,0
7/28/2025,Activity Pool,Morning,1386,79,1,0,0,0,6,1
7/28/2025,Activity Pool,Lunch,906,79,1,0,0,0,4,0
7/28/2025,Activity Pool,Afternoon,896,79,1,1,0,0,4,0
7/28/2025,Shotgun Falls,Morning,1407,79,1,0,0,0,6,2
7/28/2025,Shotgun Falls,Lunch,858,79,1,0,0,0,3,1
7/28/2025,Shotgun Falls,Afternoon,1225,79,1,1,0,0,5,0
7/28/2025,Wave Pool,Morning,902,79,1,0,0,0,4,0
7/28/2025,Wave Pool,Lunch,1129,79,1,0,0,0,5,1
7/28/2025,Wave Pool,Afternoon,1178,79,1,1,0,0,5,1
7/28/2025,Other,Morning,1070,79,0,0,0,0,4,0
7/28/2025,Other,Lunch,1238,79,0,0,0,0,5,0
7/28/2025,Other,Afternoon,1378,79,0,1,0,0,6,0
7/29/2025,Activity Pool,Morning,1209,83,1,0,0,0,5,2
7/29/2025,Activity Pool,Lunch,1048,83,1,0,0,0,4,1
7/29/2025,Activity Pool,Afternoon,1276,83,1,1,0,0,5,0
7/29/2025,Shotgun Falls,Morning,984,83,1,0,0,0,4,0
7/29/2025,Shotgun Falls,Lunch,1450,83,1,0,0,0,6,0
7/29/2025,Shotgun Falls,Afternoon,907,83,1,1,0,0,4,2
7/29/2025,Wave Pool,Morning,994,83,1,0,0,0,4,0
7/29/2025,Wave Pool,Lunch,1197,83,1,0,0,0,5,1
7/29/2025,Wave Pool,Afternoon,1403,83,1,1,0,0,6,0
7/29/2025,Other,Morning,1381,83,0,0,0,0,6,0
7/29/2025,Other,Lunch,1197,83,0,0,0,0,5,0
7/29/2025,Other,Afternoon,939,83,0,1,0,0,4,0
8/1/2025,Activity Pool,Morning,1304,76,1,0,0,0,5,0
8/1/2025,Activity Pool,Lunch,1000,76,1,0,0,0,4,0
8/1/2025,Activity Pool,Afternoon,891,76,1,1,0,0,4,1
8/1/2025,Shotgun Falls,Morning,1334,76,1,0,0,0,5,0
8/1/2025,Shotgun Falls,Lunch,1468,76,1,0,0,0,6,1
8/1/2025,Shotgun Falls,Afternoon,1419,76,1,1,0,0,6,2
8/1/2025,Wave Pool,Morning,1089,76,1,0,0,0,4,0
8/1/2025,Wave Pool,Lunch,1346,76,1,0,0,0,5,1
8/1/2025,Wave Pool,Afternoon,1254,76,1,1,0,0,5,0
8/1/2025,Other,Morning,825,76,0,0,0,0,3,0
8/1/2025,Other,Lunch,1374,76,0,0,0,0,5,0
8/1/2025,Other,Afternoon,1354,76,0,1,0,0,5,1
8/2/2025,Activity Pool,Morning,1498,88,1,0,1,1,6,2
8/2/2025,Activity Pool,Lunch,1240,88,1,0,1,1,5,0
8/2/2025,Activity Pool,Afternoon,1130,88,1,1,1,1,5,1
8/2/2025,Shotgun Falls,Morning,1194,88,1,0,1,1,5,1
8/2/2025,Shotgun Falls,Lunch,813,88,1,0,1,1,3,1
8/2/2025,Shotgun Falls,Afternoon,1072,88,1,1,1,1,4,2
8/2/2025,Wave Pool,Morning,1112,88,1,0,1,1,4,1
8/2/2025,Wave Pool,Lunch,1268,88,1,0,1,1,5,2
8/2/2025,Wave Pool,Afternoon,960,88,1,1,1,1,4,1
8/2/2025,Other,Morning,1276,88,0,0,1,1,5,1
8/2/2025,Other,Lunch,1415,88,0,0,1,1,6,1
8/2/2025,Other,Afternoon,1473,88,0,1,1,1,6,0
8/4/2025,Activity Pool,Morning,915,84,1,0,0,0,4,0
8/4/2025,Activity Pool,Lunch,1080,84,1,0,0,0,4,0
8/4/2025,Activity Pool,Afternoon,1339,84,1,1,0,0,5,1
8/4/2025,Shotgun Falls,Morning,1348,84,1,0,0,0,5,1
8/4/2025,Shotgun Falls,Lunch,853,84,1,0,0,0,3,1
8/4/2025,Shotgun Falls,Afternoon,1151,84,1,1,0,0,5,1
8/4/2025,Wave Pool,Morning,1434,84,1,0,0,0,6,0
8/4/2025,Wave Pool,Lunch,978,84,1,0,0,0,4,0
8/4/2025,Wave Pool,Afternoon,1334,84,1,1,0,0,5,0
8/4/2025,Other,Morning,1478,84,0,0,0,0,6,0
8/4/2025,Other,Lunch,1247,84,0,0,0,0,5,0
8/4/2025,Other,Afternoon,864,84,0,1,0,0,3,0
8/5/2025,Activity Pool,Morning,969,79,1,0,0,0,4,0
8/5/2025,Activity Pool,Lunch,1096,79,1,0,0,0,4,0
8/5/2025,Activity Pool,Afternoon,1245,79,1,1,0,0,5,1
8/5/2025,Shotgun Falls,Morning,1025,79,1,0,0,0,4,0
8/5/2025,Shotgun Falls,Lunch,801,79,1,0,0,0,3,0
8/5/2025,Shotgun Falls,Afternoon,955,79,1,1,0,0,4,0
8/5/2025,Wave Pool,Morning,1298,79,1,0,0,0,5,1
8/5/2025,Wave Pool,Lunch,1479,79,1,0,0,0,6,1
8/5/2025,Wave Pool,Afternoon,1251,79,1,1,0,0,5,0
8/5/2025,Other,Morning,1259,79,0,0,0,0,5,0
8/5/2025,Other,Lunch,1086,79,0,0,0,0,4,0
8/5/2025,Other,Afternoon,922,79,0,1,0,0,4,0
8/7/2025,Activity Pool,Morning,1056,93,1,0,0,1,4,0
8/7/2025,Activity Pool,Lunch,831,93,1,0,0,1,3,1
8/7/2025,Activity Pool,Afternoon,1486,93,1,1,0,1,6,0
8/7/2025,Shotgun Falls,Morning,1017,93,1,0,0,1,4,0
8/7/2025,Shotgun Falls,Lunch,1162,93,1,0,0,1,5,3
8/7/2025,Shotgun Falls,Afternoon,1280,93,1,1,0,1,5,1
8/7/2025,Wave Pool,Morning,1015,93,1,0,0,1,4,1
8/7/2025,Wave Pool,Lunch,905,93,1,0,0,1,4,0
8/7/2025,Wave Pool,Afternoon,1385,93,1,1,0,1,6,1
8/7/2025,Other,Morning,836,93,0,0,0,1,3,0
8/7/2025,Other,Lunch,1101,93,0,0,0,1,4,0
8/7/2025,Other,Afternoon,1044,93,0,1,0,1,4,1
8/8/2025,Activity Pool,Morning,1104,77,1,0,0,0,4,1
8/8/2025,Activity Pool,Lunch,1295,77,1,0,0,0,5,1
8/8/2025,Activity Pool,Afternoon,1487,77,1,1,0,0,6,1
8/8/2025,Shotgun Falls,Morning,1369,77,1,0,0,0,5,2
8/8/2025,Shotgun Falls,Lunch,1470,77,1,0,0,0,6,0
8/8/2025,Shotgun Falls,Afternoon,835,77,1,1,0,0,3,2
8/8/2025,Wave Pool,Morning,1071,77,1,0,0,0,4,1
8/8/2025,Wave Pool,Lunch,1216,77,1,0,0,0,5,0
8/8/2025,Wave Pool,Afternoon,1070,77,1,1,0,0,4,1
8/8/2025,Other,Morning,1152,77,0,0,0,0,5,0
8/8/2025,Other,Lunch,912,77,0,0,0,0,4,0
8/8/2025,Other,Afternoon,1483,77,0,1,0,0,6,0
8/10/2025,Activity Pool,Morning,1078,85,1,0,1,1,4,1
8/10/2025,Activity Pool,Lunch,1354,85,1,0,1,1,5,1
8/10/2025,Activity Pool,Afternoon,891,85,1,1,1,1,4,1
8/10/2025,Shotgun Falls,Morning,856,85,1,0,1,1,3,1
8/10/2025,Shotgun Falls,Lunch,1440,85,1,0,1,1,6,1
8/10/2025,Shotgun Falls,Afternoon,1150,85,1,1,1,1,5,3
8/10/2025,Wave Pool,Morning,897,85,1,0,1,1,4,1
8/10/2025,Wave Pool,Lunch,1239,85,1,0,1,1,5,1
8/10/2025,Wave Pool,Afternoon,979,85,1,1,1,1,4,1
8/10/2025,Other,Morning,1402,85,0,0,1,1,6,0
8/10/2025,Other,Lunch,1165,85,0,0,1,1,5,1
8/10/2025,Other,Afternoon,1084,85,0,1,1,1,4,1
8/11/2025,Activity Pool,Morning,1097,85,1,0,0,1,4,0
8/11/2025,Activity Pool,Lunch,1305,85,1,0,0,1,5,2
8/11/2025,Activity Pool,Afternoon,1193,85,1,1,0,1,5,2
8/11/2025,Shotgun Falls,Morning,1194,85,1,0,0,1,5,3
8/11/2025,Shotgun Falls,Lunch,1390,85,1,0,0,1,6,0
8/11/2025,Shotgun Falls,Afternoon,1342,85,1,1,0,1,5,1
8/11/2025,Wave Pool,Morning,1398,85,1,0,0,1,6,0
8/11/2025,Wave Pool,Lunch,836,85,1,0,0,1,3,1
8/11/2025,Wave Pool,Afternoon,1153,85,1,1,0,1,5,1
8/11/2025,Other,Morning,1159,85,0,0,0,1,5,0
8/11/2025,Other,Lunch,1363,85,0,0,0,1,5,0
8/11/2025,Other,Afternoon,1227,85,0,1,0,1,5,1
8/14/2025,Activity Pool,Morning,829,92,1,0,0,1,3,0
8/14/2025,Activity Pool,Lunch,1401,92,1,0,0,1,6,1
8/14/2025,Activity Pool,Afternoon,1389,92,1,1,0,1,6,2
8/14/2025,Shotgun Falls,Morning,939,92,1,0,0,1,4,1
8/14/2025,Shotgun Falls,Lunch,891,92,1,0,0,1,4,2
8/14/2025,Shotgun Falls,Afternoon,1493,92,1,1,0,1,6,1
8/14/2025,Wave Pool,Morning,972,92,1,0,0,1,4,1
8/14/2025,Wave Pool,Lunch,1434,92,1,0,0,1,6,1
8/14/2025,Wave Pool,Afternoon,1098,92,1,1,0,1,4,0
8/14/2025,Other,Morning,1193,92,0,0,0,1,5,0
8/14/2025,Other,Lunch,1055,92,0,0,0,1,4,1
8/14/2025,Other,Afternoon,1150,92,0,1,0,1,5,1
8/15/2025,Activity Pool,Morning,1477,76,1,0,0,0,6,1
8/15/2025,Activity Pool,Lunch,1119,76,1,0,0,0,4,2
8/15/2025,Activity Pool,Afternoon,820,76,1,1,0,0,3,2
8/15/2025,Shotgun Falls,Morning,907,76,1,0,0,0,4,0
8/15/2025,Shotgun Falls,Lunch,1097,76,1,0,0,0,4,1
8/15/2025,Shotgun Falls,Afternoon,1119,76,1,1,0,0,4,1
8/15/2025,Wave Pool,Morning,1125,76,1,0,0,0,4,1
8/15/2025,Wave Pool,Lunch,1309,76,1,0,0,0,5,0
8/15/2025,Wave Pool,Afternoon,955,76,1,1,0,0,4,2
8/15/2025,Other,Morning,1423,76,0,0,0,0,6,0
8/15/2025,Other,Lunch,1034,76,0,0,0,0,4,0
8/15/2025,Other,Afternoon,1373,76,0,1,0,0,5,0
8/20/2025,Activity Pool,Morning,1466,86,1,0,0,1,6,0
8/20/2025,Activity Pool,Lunch,1435,86,1,0,0,1,6,1
8/20/2025,Activity Pool,Afternoon,971,86,1,1,0,1,4,1
8/20/2025,Shotgun Falls,Morning,1111,86,1,0,0,1,4,2
8/20/2025,Shotgun Falls,Lunch,1473,86,1,0,0,1,6,1
8/20/2025,Shotgun Falls,Afternoon,819,86,1,1,0,1,3,0
8/20/2025,Wave Pool,Morning,1363,86,1,0,0,1,5,0
8/20/2025,Wave Pool,Lunch,1031,86,1,0,0,1,4,0
8/20/2025,Wave Pool,Afternoon,834,86,1,1,0,1,3,0
8/20/2025,Other,Morning,1400,86,0,0,0,1,6,0
8/20/2025,Other,Lunch,1207,86,0,0,0,1,5,0
8/20/2025,Other,Afternoon,1479,86,0,1,0,1,6,0
8/24/2025,Activity Pool,Morning,1058,75,1,0,1,0,4,0
8/24/2025,Activity Pool,Lunch,805,75,1,0,1,0,3,1
8/24/2025,Activity Pool,Afternoon,1383,75,1,1,1,0,6,1
8/24/2025,Shotgun Falls,Morning,1015,75,1,0,1,0,4,0
8/24/2025,Shotgun Falls,Lunch,1438,75,1,0,1,0,6,0
8/24/2025,Shotgun Falls,Afternoon,1389,75,1,1,1,0,6,3
8/24/2025,Wave Pool,Morning,1180,75,1,0,1,0,5,1
8/24/2025,Wave Pool,Lunch,866,75,1,0,1,0,3,0
8/24/2025,Wave Pool,Afternoon,879,75,1,1,1,0,4,0
8/24/2025,Other,Morning,1365,75,0,0,1,0,5,0
8/24/2025,Other,Lunch,1468,75,0,0,1,0,6,1
8/24/2025,Other,Afternoon,1141,75,0,1,1,0,5,1
8/28/2025,Activity Pool,Morning,1201,77,1,0,0,0,5,0
8/28/2025,Activity Pool,Lunch,1134,77,1,0,0,0,5,0
8/28/2025,Activity Pool,Afternoon,1130,77,1,1,0,0,5,2
8/28/2025,Shotgun Falls,Morning,1445,77,1,0,0,0,6,2
8/28/2025,Shotgun Falls,Lunch,907,77,1,0,0,0,4,2
8/28/2025,Shotgun Falls,Afternoon,964,77,1,1,0,0,4,0
8/28/2025,Wave Pool,Morning,1015,77,1,0,0,0,4,1
8/28/2025,Wave Pool,Lunch,1186,77,1,0,0,0,5,0
8/28/2025,Wave Pool,Afternoon,1205,77,1,1,0,0,5,2
8/28/2025,Other,Morning,1250,77,0,0,0,0,5,0
8/28/2025,Other,Lunch,958,77,0,0,0,0,4,0
8/28/2025,Other,Afternoon,860,77,0,1,0,0,3,0
8/29/2025,Activity Pool,Morning,1192,85,1,0,0,1,5,0
8/29/2025,Activity Pool,Lunch,1233,85,1,0,0,1,5,0
8/29/2025,Activity Pool,Afternoon,1420,85,1,1,0,1,6,0
8/29/2025,Shotgun Falls,Morning,957,85,1,0,0,1,4,3
8/29/2025,Shotgun Falls,Lunch,1189,85,1,0,0,1,5,0
8/29/2025,Shotgun Falls,Afternoon,944,85,1,1,0,1,4,0
8/29/2025,Wave Pool,Morning,1382,85,1,0,0,1,6,0
8/29/2025,Wave Pool,Lunch,961,85,1,0,0,1,4,1
8/29/2025,Wave Pool,Afternoon,1140,85,1,1,0,1,5,2
8/29/2025,Other,Morning,1378,85,0,0,0,1,6,0
8/29/2025,Other,Lunch,1307,85,0,0,0,1,5,0
8/29/2025,Other,Afternoon,975,85,0,1,0,1,4,0
8/31/2025,Activity Pool,Morning,889,78,1,0,1,0,4,1
8/31/2025,Activity Pool,Lunch,1299,78,1,0,1,0,5,1
8/31/2025,Activity Pool,Afternoon,910,78,1,1,1,0,4,1
8/31/2025,Shotgun Falls,Morning,1158,78,1,0,1,0,5,1
8/31/2025,Shotgun Falls,Lunch,830,78,1,0,1,0,3,2
8/31/2025,Shotgun Falls,Afternoon,1497,78,1,1,1,0,6,1
8/31/2025,Wave Pool,Morning,1038,78,1,0,1,0,4,1
8/31/2025,Wave Pool,Lunch,1069,78,1,0,1,0,4,0
8/31/2025,Wave Pool,Afternoon,1319,78,1,1,1,0,5,1
8/31/2025,Other,Morning,1429,78,0,0,1,0,6,0
8/31/2025,Other,Lunch,901,78,0,0,1,0,4,0
8/31/2025,Other,Afternoon,1068,78,0,1,1,0,4,0
9/4/2025,Activity Pool,Morning,1453,66,1,0,0,0,6,0
9/4/2025,Activity Pool,Lunch,1392,66,1,0,0,0,6,1
9/4/2025,Activity Pool,Afternoon,836,66,1,1,0,0,3,1
9/4/2025,Shotgun Falls,Morning,918,66,1,0,0,0,4,1
9/4/2025,Shotgun Falls,Lunch,1305,66,1,0,0,0,5,0
9/4/2025,Shotgun Falls,Afternoon,1030,66,1,1,0,0,4,1
9/4/2025,Wave Pool,Morning,896,66,1,0,0,0,4,0
9/4/2025,Wave Pool,Lunch,1229,66,1,0,0,0,5,1
9/4/2025,Wave Pool,Afternoon,1290,66,1,1,0,0,5,1
9/4/2025,Other,Morning,1117,66,0,0,0,0,4,0
9/4/2025,Other,Lunch,806,66,0,0,0,0,3,0
9/4/2025,Other,Afternoon,897,66,0,1,0,0,4,0
9/5/2025,Activity Pool,Morning,1358,85,1,0,0,1,5,0
9/5/2025,Activity Pool,Lunch,1340,85,1,0,0,1,5,0
9/5/2025,Activity Pool,Afternoon,861,85,1,1,0,1,3,2
9/5/2025,Shotgun Falls,Morning,1058,85,1,0,0,1,4,0
9/5/2025,Shotgun Falls,Lunch,1109,85,1,0,0,1,4,0
9/5/2025,Shotgun Falls,Afternoon,1328,85,1,1,0,1,5,2
9/5/2025,Wave Pool,Morning,1409,85,1,0,0,1,6,1
9/5/2025,Wave Pool,Lunch,889,85,1,0,0,1,4,1
9/5/2025,Wave Pool,Afternoon,1340,85,1,1,0,1,5,0
